evaluator_id,prompt,comparison,from,to,metric,from_value,to_value,diff,ci95_low,ci95_high
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_base_raw,0_base/raw,3_rlvr2/raw,direction_index,0.5,0.4733,-0.0267,,
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,1_sft/native,2_dpo/native,position_rate,1.0,0.9602,-0.0398,-0.0682,-0.0114
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,1_sft/native,2_dpo/native,acquiescence,0.4886,0.4506,-0.038,-0.0736,-0.0058
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,1_sft/native,2_dpo/native,direction_index,0.5,0.5639,0.0639,-0.0034,0.1359
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,2_dpo/native,3_rlvr2/native,position_rate,0.9602,0.9773,0.017,0.0,0.0398
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,2_dpo/native,3_rlvr2/native,acquiescence,0.4506,0.4387,-0.0119,-0.0358,0.0084
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,2_dpo/native,3_rlvr2/native,direction_index,0.5639,0.5479,-0.0159,-0.0619,0.0262
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,0_base/raw,1_sft/raw,position_rate,0.0284,0.2045,0.1761,0.108,0.2443
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,0_base/raw,1_sft/raw,acquiescence,0.75,0.7762,0.0262,,
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,0_base/raw,1_sft/raw,direction_index,0.5,0.3143,-0.1857,,
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,1_sft/raw,2_dpo/raw,position_rate,0.2045,0.8295,0.625,0.5455,0.7045
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,1_sft/raw,2_dpo/raw,acquiescence,0.7762,0.6491,-0.1271,-0.2499,0.0114
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,1_sft/raw,2_dpo/raw,direction_index,0.3143,0.441,0.1267,-0.1333,0.3862
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,position_rate,0.8295,0.8295,0.0,-0.0398,0.0398
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,acquiescence,0.6491,0.5919,-0.0572,-0.1099,-0.0032
faulborn_nli_reconstructed_as_written_seed42,stance_first,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,direction_index,0.441,0.4733,0.0323,-0.0769,0.1464
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,1_sft/native,position_rate,0.1477,0.1648,0.017,-0.0739,0.1023
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,1_sft/native,acquiescence,0.6275,0.5913,-0.0361,-0.2844,0.2163
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,1_sft/native,direction_index,0.0784,0.5673,0.4889,0.0277,0.9347
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,1_sft/raw,position_rate,0.1477,0.0625,-0.0852,-0.142,-0.0284
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,1_sft/raw,acquiescence,0.6275,0.7,0.0725,-0.212,0.3681
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,1_sft/raw,direction_index,0.0784,0.6,0.5216,-0.1,1.1289
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,2_dpo/native,position_rate,0.1477,0.3693,0.2216,0.1307,0.307
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,2_dpo/native,acquiescence,0.6275,0.5584,-0.069,-0.2802,0.1499
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,2_dpo/native,direction_index,0.0784,0.772,0.6936,0.2766,1.123
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,2_dpo/raw,position_rate,0.1477,0.4545,0.3068,0.2216,0.392
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,2_dpo/raw,acquiescence,0.6275,0.7292,0.1017,-0.1088,0.3239
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,2_dpo/raw,direction_index,0.0784,0.2917,0.2132,-0.1636,0.6381
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,3_rlvr2/native,position_rate,0.1477,0.3523,0.2045,0.1023,0.3011
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,3_rlvr2/native,acquiescence,0.6275,0.5777,-0.0497,-0.2617,0.1756
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,3_rlvr2/native,direction_index,0.0784,0.7269,0.6485,0.2414,1.0748
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,3_rlvr2/raw,position_rate,0.1477,0.4773,0.3295,0.2443,0.4148
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,3_rlvr2/raw,acquiescence,0.6275,0.6618,0.0343,-0.1721,0.2532
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_base_raw,0_base/raw,3_rlvr2/raw,direction_index,0.0784,0.3235,0.2451,-0.1436,0.6789
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,1_sft/native,2_dpo/native,position_rate,0.1648,0.3693,0.2045,0.1307,0.2784
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,1_sft/native,2_dpo/native,acquiescence,0.5913,0.5584,-0.0329,-0.1786,0.1133
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,1_sft/native,2_dpo/native,direction_index,0.5673,0.772,0.2047,-0.1092,0.546
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,2_dpo/native,3_rlvr2/native,position_rate,0.3693,0.3523,-0.017,-0.0739,0.0398
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,2_dpo/native,3_rlvr2/native,acquiescence,0.5584,0.5777,0.0193,-0.0504,0.0917
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,2_dpo/native,3_rlvr2/native,direction_index,0.772,0.7269,-0.0451,-0.2009,0.094
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,0_base/raw,1_sft/raw,position_rate,0.1477,0.0625,-0.0852,-0.142,-0.0284
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,0_base/raw,1_sft/raw,acquiescence,0.6275,0.7,0.0725,-0.212,0.3681
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,0_base/raw,1_sft/raw,direction_index,0.0784,0.6,0.5216,-0.1,1.1289
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,1_sft/raw,2_dpo/raw,position_rate,0.0625,0.4545,0.392,0.3125,0.4659
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,1_sft/raw,2_dpo/raw,acquiescence,0.7,0.7292,0.0292,-0.2395,0.2553
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,1_sft/raw,2_dpo/raw,direction_index,0.6,0.2917,-0.3083,-0.7779,0.224
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,position_rate,0.4545,0.4773,0.0227,-0.0284,0.0682
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,acquiescence,0.7292,0.6618,-0.0674,-0.1494,0.0142
faulborn_nli_reconstructed_as_written_seed43,opinion,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,direction_index,0.2917,0.3235,0.0319,-0.1169,0.1662
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,1_sft/native,position_rate,0.1136,0.392,0.2784,0.1875,0.3693
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,1_sft/native,acquiescence,0.7,0.6508,-0.0492,-0.2586,0.196
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,1_sft/native,direction_index,0.0,0.4127,0.4127,-0.0285,0.8738
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,1_sft/raw,position_rate,0.1136,0.25,0.1364,0.0625,0.2159
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,1_sft/raw,acquiescence,0.7,0.6418,-0.0582,-0.2887,0.2008
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,1_sft/raw,direction_index,0.0,0.2402,0.2402,-0.1389,0.6748
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,2_dpo/native,position_rate,0.1136,0.3239,0.2102,0.1193,0.3068
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,2_dpo/native,acquiescence,0.7,0.5322,-0.1678,-0.3903,0.08
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,2_dpo/native,direction_index,0.0,0.8144,0.8144,0.366,1.2567
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,2_dpo/raw,position_rate,0.1136,0.8807,0.767,0.6875,0.8409
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,2_dpo/raw,acquiescence,0.7,0.7234,0.0234,-0.1966,0.2752
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,2_dpo/raw,direction_index,0.0,0.2416,0.2416,-0.1791,0.6636
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,3_rlvr2/native,position_rate,0.1136,0.3182,0.2045,0.1136,0.2955
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,3_rlvr2/native,acquiescence,0.7,0.4858,-0.2142,-0.4326,0.0362
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,3_rlvr2/native,direction_index,0.0,0.8663,0.8663,0.4251,1.31
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,3_rlvr2/raw,position_rate,0.1136,0.9205,0.8068,0.7386,0.875
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,3_rlvr2/raw,acquiescence,0.7,0.6945,-0.0055,-0.2111,0.2318
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_base_raw,0_base/raw,3_rlvr2/raw,direction_index,0.0,0.2565,0.2565,-0.1475,0.6716
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,1_sft/native,2_dpo/native,position_rate,0.392,0.3239,-0.0682,-0.142,0.0057
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,1_sft/native,2_dpo/native,acquiescence,0.6508,0.5322,-0.1186,-0.2327,-0.0092
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,1_sft/native,2_dpo/native,direction_index,0.4127,0.8144,0.4017,0.2042,0.5966
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,2_dpo/native,3_rlvr2/native,position_rate,0.3239,0.3182,-0.0057,-0.0625,0.0455
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,2_dpo/native,3_rlvr2/native,acquiescence,0.5322,0.4858,-0.0464,-0.1364,0.0386
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,2_dpo/native,3_rlvr2/native,direction_index,0.8144,0.8663,0.0519,-0.1181,0.242
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,0_base/raw,1_sft/raw,position_rate,0.1136,0.25,0.1364,0.0625,0.2159
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,0_base/raw,1_sft/raw,acquiescence,0.7,0.6418,-0.0582,-0.2887,0.2008
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,0_base/raw,1_sft/raw,direction_index,0.0,0.2402,0.2402,-0.1389,0.6748
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,1_sft/raw,2_dpo/raw,position_rate,0.25,0.8807,0.6307,0.5455,0.7047
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,1_sft/raw,2_dpo/raw,acquiescence,0.6418,0.7234,0.0815,-0.0472,0.2207
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,1_sft/raw,2_dpo/raw,direction_index,0.2402,0.2416,0.0014,-0.2824,0.2817
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,position_rate,0.8807,0.9205,0.0398,0.0057,0.0795
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,acquiescence,0.7234,0.6945,-0.0288,-0.0756,0.0183
faulborn_nli_reconstructed_as_written_seed43,please_respond,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,direction_index,0.2416,0.2565,0.0149,-0.1008,0.1352
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,1_sft/native,position_rate,0.0227,1.0,0.9773,0.9545,0.9943
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,1_sft/native,acquiescence,0.75,0.4886,-0.2614,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,1_sft/native,direction_index,0.5,0.5,0.0,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,1_sft/raw,position_rate,0.0227,0.1932,0.1705,0.108,0.2274
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,1_sft/raw,acquiescence,0.75,0.8158,0.0658,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,1_sft/raw,direction_index,0.5,0.3684,-0.1316,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,2_dpo/native,position_rate,0.0227,0.9886,0.9659,0.9318,0.9943
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,2_dpo/native,acquiescence,0.75,0.4682,-0.2818,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,2_dpo/native,direction_index,0.5,0.541,0.041,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,2_dpo/raw,position_rate,0.0227,0.8182,0.7955,0.7386,0.8466
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,2_dpo/raw,acquiescence,0.75,0.6681,-0.0819,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,2_dpo/raw,direction_index,0.5,0.4029,-0.0971,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,3_rlvr2/native,position_rate,0.0227,0.9943,0.9716,0.9375,0.9943
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,3_rlvr2/native,acquiescence,0.75,0.4557,-0.2943,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,3_rlvr2/native,direction_index,0.5,0.5205,0.0205,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,3_rlvr2/raw,position_rate,0.0227,0.8239,0.8011,0.7386,0.858
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,3_rlvr2/raw,acquiescence,0.75,0.6111,-0.1389,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_base_raw,0_base/raw,3_rlvr2/raw,direction_index,0.5,0.459,-0.041,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,1_sft/native,2_dpo/native,position_rate,1.0,0.9886,-0.0114,-0.0284,0.0
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,1_sft/native,2_dpo/native,acquiescence,0.4886,0.4682,-0.0205,-0.0502,0.0075
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,1_sft/native,2_dpo/native,direction_index,0.5,0.541,0.041,-0.0153,0.1034
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,2_dpo/native,3_rlvr2/native,position_rate,0.9886,0.9943,0.0057,0.0,0.017
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,2_dpo/native,3_rlvr2/native,acquiescence,0.4682,0.4557,-0.0125,-0.0356,0.0089
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,2_dpo/native,3_rlvr2/native,direction_index,0.541,0.5205,-0.0205,-0.0682,0.023
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,0_base/raw,1_sft/raw,position_rate,0.0227,0.1932,0.1705,0.108,0.2274
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,0_base/raw,1_sft/raw,acquiescence,0.75,0.8158,0.0658,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,0_base/raw,1_sft/raw,direction_index,0.5,0.3684,-0.1316,,
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,1_sft/raw,2_dpo/raw,position_rate,0.1932,0.8182,0.625,0.5511,0.6989
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,1_sft/raw,2_dpo/raw,acquiescence,0.8158,0.6681,-0.1477,-0.2671,-0.015
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,1_sft/raw,2_dpo/raw,direction_index,0.3684,0.4029,0.0345,-0.2209,0.2727
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,position_rate,0.8182,0.8239,0.0057,-0.0341,0.0455
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,acquiescence,0.6681,0.6111,-0.057,-0.113,0.0005
faulborn_nli_reconstructed_as_written_seed43,stance_first,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,direction_index,0.4029,0.459,0.0561,-0.0718,0.1873
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,1_sft/native,position_rate,0.1534,0.1818,0.0284,-0.0682,0.1138
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,1_sft/native,acquiescence,0.6449,0.5195,-0.1254,-0.3642,0.1278
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,1_sft/native,direction_index,0.1648,0.6753,0.5106,0.0554,0.9286
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,1_sft/raw,position_rate,0.1534,0.0966,-0.0568,-0.1193,0.0057
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,1_sft/raw,acquiescence,0.6449,0.3833,-0.2616,-0.579,0.0459
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,1_sft/raw,direction_index,0.1648,0.4333,0.2686,-0.3492,0.887
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,2_dpo/native,position_rate,0.1534,0.3352,0.1818,0.0909,0.267
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,2_dpo/native,acquiescence,0.6449,0.5639,-0.081,-0.3151,0.155
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,2_dpo/native,direction_index,0.1648,0.7641,0.5994,0.2354,0.9482
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,2_dpo/raw,position_rate,0.1534,0.5057,0.3523,0.267,0.4375
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,2_dpo/raw,acquiescence,0.6449,0.6808,0.0359,-0.1645,0.2428
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,2_dpo/raw,direction_index,0.1648,0.305,0.1403,-0.2399,0.472
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,3_rlvr2/native,position_rate,0.1534,0.3636,0.2102,0.1136,0.3011
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,3_rlvr2/native,acquiescence,0.6449,0.5374,-0.1074,-0.3186,0.1102
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,3_rlvr2/native,direction_index,0.1648,0.7672,0.6024,0.2205,0.9547
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,3_rlvr2/raw,position_rate,0.1534,0.5341,0.3807,0.2955,0.4659
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,3_rlvr2/raw,acquiescence,0.6449,0.6338,-0.0111,-0.2032,0.1911
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_base_raw,0_base/raw,3_rlvr2/raw,direction_index,0.1648,0.3221,0.1574,-0.2473,0.5275
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,1_sft/native,2_dpo/native,position_rate,0.1818,0.3352,0.1534,0.0739,0.2386
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,1_sft/native,2_dpo/native,acquiescence,0.5195,0.5639,0.0444,-0.1259,0.2084
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,1_sft/native,2_dpo/native,direction_index,0.6753,0.7641,0.0888,-0.2204,0.3737
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,2_dpo/native,3_rlvr2/native,position_rate,0.3352,0.3636,0.0284,-0.017,0.0682
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,2_dpo/native,3_rlvr2/native,acquiescence,0.5639,0.5374,-0.0264,-0.1056,0.0514
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,2_dpo/native,3_rlvr2/native,direction_index,0.7641,0.7672,0.0031,-0.1532,0.1511
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,0_base/raw,1_sft/raw,position_rate,0.1534,0.0966,-0.0568,-0.1193,0.0057
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,0_base/raw,1_sft/raw,acquiescence,0.6449,0.3833,-0.2616,-0.579,0.0459
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,0_base/raw,1_sft/raw,direction_index,0.1648,0.4333,0.2686,-0.3492,0.887
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,1_sft/raw,2_dpo/raw,position_rate,0.0966,0.5057,0.4091,0.3352,0.483
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,1_sft/raw,2_dpo/raw,acquiescence,0.3833,0.6808,0.2975,0.0292,0.595
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,1_sft/raw,2_dpo/raw,direction_index,0.4333,0.305,-0.1283,-0.6758,0.4318
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,position_rate,0.5057,0.5341,0.0284,-0.0227,0.0795
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,acquiescence,0.6808,0.6338,-0.047,-0.1266,0.0249
faulborn_nli_reconstructed_as_written_seed44,opinion,vs_previous_stage,2_dpo/raw,3_rlvr2/raw,direction_index,0.305,0.3221,0.0171,-0.1304,0.1675
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,1_sft/native,position_rate,0.0852,0.3977,0.3125,0.2214,0.4034
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,1_sft/native,acquiescence,0.8,0.5298,-0.2702,-0.4812,0.0408
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,1_sft/native,direction_index,0.0,0.5595,0.5595,0.0919,1.1122
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,1_sft/raw,position_rate,0.0852,0.3068,0.2216,0.1477,0.2955
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,1_sft/raw,acquiescence,0.8,0.5097,-0.2903,-0.5416,0.0477
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,1_sft/raw,direction_index,0.0,0.2607,0.2607,-0.1627,0.7714
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,2_dpo/native,position_rate,0.0852,0.3636,0.2784,0.1818,0.3693
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,2_dpo/native,acquiescence,0.8,0.5759,-0.2241,-0.4453,0.0999
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,2_dpo/native,direction_index,0.0,0.6903,0.6903,0.2195,1.2453
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,2_dpo/raw,position_rate,0.0852,0.8977,0.8125,0.75,0.875
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,2_dpo/raw,acquiescence,0.8,0.6995,-0.1005,-0.3054,0.1985
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,2_dpo/raw,direction_index,0.0,0.2633,0.2633,-0.1452,0.7717
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,3_rlvr2/native,position_rate,0.0852,0.3409,0.2557,0.1648,0.3409
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,3_rlvr2/native,acquiescence,0.8,0.5191,-0.2809,-0.4933,0.0221
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,3_rlvr2/native,direction_index,0.0,0.8565,0.8565,0.3843,1.4133
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,3_rlvr2/raw,position_rate,0.0852,0.9375,0.8523,0.7898,0.9091
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,3_rlvr2/raw,acquiescence,0.8,0.6831,-0.1169,-0.33,0.1914
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_base_raw,0_base/raw,3_rlvr2/raw,direction_index,0.0,0.2838,0.2838,-0.1372,0.795
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_previous_stage,1_sft/native,2_dpo/native,position_rate,0.3977,0.3636,-0.0341,-0.108,0.0398
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_previous_stage,1_sft/native,2_dpo/native,acquiescence,0.5298,0.5759,0.0461,-0.0511,0.1474
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_previous_stage,1_sft/native,2_dpo/native,direction_index,0.5595,0.6903,0.1308,-0.0585,0.333
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_previous_stage,2_dpo/native,3_rlvr2/native,position_rate,0.3636,0.3409,-0.0227,-0.0739,0.0227
faulborn_nli_reconstructed_as_written_seed44,please_respond,vs_previous_stage,2_dpo/native,3_rlvr2/native,acquiescence,0.5759,0.5191,-0.0568,-0.1555,0.0235
